word,language,length,b_count,b_count_tier,distribution_pattern,residue_class,category,expected_answer,batch_id,chatgpt_answer,chatgpt_correct,gemini_answer,gemini_correct,chatgpt_runs,gemini_runs,length_range
aaaaabacaacccacacaaaccaaaacacaaaccaaacacaacccccacaaaaacacccccccaaaacaacacccccaacaaacaaaccccacca,mod_3,95,1,very_low,random,1,near_miss,NO,mod3_batch008,YES,FALSE,YES,FALSE,1,1,61-100
acabbbbbbbbbbbbbbbcaa,mod_3,21,15,low,clustered,0,positive,YES,mod3_batch008,NO,FALSE,NO,FALSE,1,1,16-30
bbbbcbbbbbbbcbbbbbbbbbabbbcbbbbbbbbbbcabbbbcbbbbbbb,mod_3,51,44,high,random,2,negative,NO,mod3_batch009,YES,FALSE,YES,FALSE,1,1,31-60
bcbbabbabbbbcbbcbbbbbbccbbcbcb,mod_3,30,21,medium,random,0,positive,YES,mod3_batch010,NO,FALSE,NO,FALSE,1,1,16-30
ccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcaaacaacccaccacccaccccacacc,mod_3,59,30,medium,clustered,0,positive,YES,mod3_batch010,NO,FALSE,NO,FALSE,1,1,31-60
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_3,57,56,very_high,interleaved,2,negative,NO,mod3_batch010,YES,FALSE,YES,FALSE,1,1,31-60
aabbbbbbbbbbbbbbbbbbc,mod_3,21,18,medium,clustered,0,positive,YES,mod3_batch011,NO,FALSE,NO,FALSE,1,1,16-30
aacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbba,mod_3,64,60,very_high,clustered,0,positive,YES,mod3_batch011,NO,FALSE,NO,FALSE,1,1,61-100
ccccaacaccccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaccaaccaacaccacaacca,mod_3,89,57,very_high,clustered,0,positive,YES,mod3_batch012,NO,FALSE,NO,FALSE,1,1,61-100
bbbbbabbbbbcbbbbbbabbbbbbbbbbbbabbbbbbbbbbbbbbbcbbabbbbbb,mod_3,57,51,very_high,random,0,positive,YES,mod3_batch014,NO,FALSE,NO,FALSE,1,1,31-60
bbbbbbbbbcbbbbbbbbabbbbbbbbabbbbbbbbc,mod_3,37,33,high,interleaved,0,positive,YES,mod3_batch014,NO,FALSE,NO,FALSE,1,1,31-60
cbaccbbbcbacbbccacbbabbaacbababaabacccacaabcbcbbaabbcbcbcbabaacabbbaaccbbbbacbbaccbbcc,mod_3,86,36,high,random,0,positive,YES,mod3_batch015,NO,FALSE,NO,FALSE,1,1,61-100
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_3,32,30,medium,clustered,0,positive,YES,mod3_batch015,NO,FALSE,NO,FALSE,1,1,31-60
bababcbabccaaccaabbbcbbbccacababbbbabcbcabaccacbbcbccbabbcbbcabbaaccbbbab,mod_3,73,33,high,random,0,positive,YES,mod3_batch016,NO,FALSE,NO,FALSE,1,1,61-100
bbbbacbcbbabbbbbcbbbabbabbbbbabababacbbabbbaabb,mod_3,47,32,high,random,2,negative,NO,mod3_batch019,YES,FALSE,YES,FALSE,1,1,31-60
bbbbbcbbbbcbbbbbabbbbc,mod_3,22,18,medium,interleaved,0,positive,YES,mod3_batch019,NO,FALSE,NO,FALSE,1,1,16-30
caaacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_3,45,39,high,clustered,0,positive,YES,mod3_batch020,NO,FALSE,NO,FALSE,1,1,31-60
aaccaaccacccacccacbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbacaaaacacccca,mod_3,66,35,high,clustered,2,negative,NO,mod3_batch020,YES,FALSE,YES,FALSE,1,1,61-100
ccacacaaaccacaaccccaccaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccc,mod_3,72,42,high,clustered,0,positive,YES,mod3_batch021,NO,FALSE,NO,FALSE,1,1,61-100
aaacaacacacccaccccbcccccaaaaacaaaaaaccabacbaacacccacacaccaaccaacbaaaacaacbaaccaccaaacaaacccaa,mod_3,93,5,very_low,random,2,negative,NO,mod3_batch021,YES,FALSE,YES,FALSE,1,1,61-100
cbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_3,57,56,very_high,clustered,2,negative,NO,mod3_batch022,YES,FALSE,YES,FALSE,1,1,31-60
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbba,mod_3,32,31,high,interleaved,1,near_miss,NO,mod3_batch023,YES,FALSE,YES,FALSE,1,1,31-60
bcabaabaaabcabaabcccbaabaabaaabcabaabaccbacbaabcccbaabcabcac,mod_3,60,18,medium,interleaved,0,positive,YES,mod3_batch025,NO,FALSE,NO,FALSE,1,1,31-60
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbba,mod_3,46,45,high,interleaved,0,positive,YES,mod3_batch026,NO,FALSE,NO,FALSE,1,1,31-60
babbbbbbabbbbcbabbbabcbb,mod_3,24,18,medium,random,0,positive,YES,mod3_batch026,NO,FALSE,NO,FALSE,1,1,16-30
caacbaaaacccabacaaaabaacbabaacabaaaccc,mod_3,38,6,low,random,0,positive,YES,mod3_batch027,NO,FALSE,NO,FALSE,1,1,31-60
bbbcbbcbbabbcbbcbbc,mod_3,19,13,low,interleaved,1,near_miss,NO,mod3_batch027,YES,FALSE,YES,FALSE,1,1,16-30
cacccaaaaaacccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccc,mod_3,59,42,high,clustered,0,positive,YES,mod3_batch028,NO,FALSE,NO,FALSE,1,1,31-60
bbbbbbbbbbbbbbabbbbbbbbbcabbcbbbbabbbcbbbbbbbbbbbbbbbbb,mod_3,55,49,high,random,1,near_miss,NO,mod3_batch028,YES,FALSE,YES,FALSE,1,1,31-60
bbbbbbbbbabbbbbbbbcbbbbbbbbbcbbbbbbbbcbbbbbbbba,mod_3,47,42,high,interleaved,0,positive,YES,mod3_batch028,NO,FALSE,NO,FALSE,1,1,31-60
babacbaabaabacbabcabccbccbccbcabcbaabccbaabacbabacbaabcabccbaabcbaabcabcabaabca,mod_3,79,28,medium,interleaved,1,near_miss,NO,mod3_batch029,YES,FALSE,YES,FALSE,1,1,61-100
bcbcabbcccbbcabcbbbcbbaacabaaacabbbbbacaccbbababaabaabcbababaaabbbccabcccabccbccabbbbcc,mod_3,87,37,high,random,1,near_miss,NO,mod3_batch029,YES,FALSE,YES,FALSE,1,1,61-100
bbabbbbbbbbbcbbbcbbabcbbbbbcbbbbbbbbbbbbbbbcbb,mod_3,46,39,high,random,0,positive,YES,mod3_batch030,NO,FALSE,NO,FALSE,1,1,31-60
bababacabbcbbcbababbbbbcaccbbbbbbcbcbbbbaabacbbbbbbbbbcaaabbabbaacbbbbbbcabb,mod_3,76,47,high,random,2,negative,NO,mod3_batch030,YES,FALSE,YES,FALSE,1,1,61-100
bbabbabbaabaaaaabbccbbacbbab,mod_3,28,14,low,random,2,negative,NO,mod3_batch030,YES,FALSE,YES,FALSE,1,1,16-30
cabccccababacaabcaabcacaabcac,mod_3,29,6,low,random,0,positive,YES,mod3_batch030,NO,FALSE,NO,FALSE,1,1,16-30
ccccaaaccacccaaacacccacccccccacaacbbbbbbbbbbbbbbbbbbbbbbbbbbaaacaaaaaacaacacaaccaacc,mod_3,84,26,medium,clustered,2,negative,NO,mod3_batch031,YES,FALSE,YES,FALSE,1,1,61-100
baabaaabccabaaabcacbcccbcccbaacbacabaaabcaabccc,mod_3,47,12,low,interleaved,0,positive,YES,mod3_batch031,NO,FALSE,NO,FALSE,1,1,31-60
acabaaacaaacacacacaccaaccaacaccacccccaacaccaacaa,mod_3,48,1,very_low,random,1,near_miss,NO,mod3_batch032,YES,FALSE,YES,FALSE,1,1,31-60
ccacacaabbbbbbbbbbbbbbbbbbbbbbbaaccccccccacaccaaaaccca,mod_3,54,23,medium,clustered,2,negative,NO,mod3_batch033,YES,FALSE,YES,FALSE,1,1,31-60
cbbbacabaaaaccbbaabccabccaccabbbaaaacccabcabccaaaacbbabacbbccbabcbbcababcbcbbccabcacaacbccbcaaabbbb,mod_3,99,34,high,random,1,near_miss,NO,mod3_batch033,YES,FALSE,YES,FALSE,1,1,61-100
bcbacbabaabcbacbcbacbcabcbcababaabcbaabcababaabcbaabcbcabac,mod_3,59,23,medium,interleaved,2,negative,NO,mod3_batch033,YES,FALSE,YES,FALSE,1,1,31-60
aaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcaacaaaca,mod_3,53,41,high,clustered,2,negative,NO,mod3_batch034,YES,FALSE,YES,FALSE,1,1,31-60
caacabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaaacaca,mod_3,78,66,very_high,clustered,0,positive,YES,mod3_batch035,NO,FALSE,NO,FALSE,1,1,61-100
bcccbaacbccccbccabaacabcacbcaccbcaabaaaabcccbacccbaccbaaaa,mod_3,58,13,low,interleaved,1,near_miss,NO,mod3_batch035,YES,FALSE,YES,FALSE,1,1,31-60
bbbbbbbbcbbbbbbbbabbbbbbbbcbbbbbbbbcbbbbbbbc,mod_3,44,39,high,interleaved,0,positive,YES,mod3_batch036,NO,FALSE,NO,FALSE,1,1,31-60
bbacbcbbbcbacacbcbbbcbbb,mod_3,24,14,low,random,2,negative,NO,mod3_batch036,YES,FALSE,YES,FALSE,1,1,16-30
bcbababcbccbcbcbcbcbcabcbabcbabaabababcbccbcbcbcbcbccbabcbababcababcbcbcc,mod_3,73,33,high,interleaved,0,positive,YES,mod3_batch036,NO,FALSE,NO,FALSE,1,1,61-100
baaaabbbbbbccabcbcaaaababccaccacbccbcaabbbaaaaabcbbaabbccabccbaaaabbaccabbcabbc,mod_3,79,29,medium,random,2,negative,NO,mod3_batch036,YES,FALSE,YES,FALSE,1,1,61-100
bcaaaabcaaacabacacabcaacaabacccabcaaaaabccaacbcaaaaabccccaa,mod_3,59,9,low,interleaved,0,positive,YES,mod3_batch036,NO,FALSE,NO,FALSE,1,1,31-60
bbbbbcbbbbbbbabbbbbb,mod_3,20,18,medium,random,0,positive,YES,mod3_batch037,NO,FALSE,NO,FALSE,1,1,16-30
acbbbbbbbbbbaababbbbbabcacbbbbabbbbbcbcbbbbbcbcbabbcbbbbbcb,mod_3,59,42,high,random,0,positive,YES,mod3_batch038,NO,FALSE,NO,FALSE,1,1,31-60
bbbbbbbbbbbbbcbbbbb,mod_3,19,18,medium,random,0,positive,YES,mod3_batch038,NO,FALSE,NO,FALSE,1,1,16-30
abababbacbbbccbaabbabbcbbbaabcacaaccccbbbacbbbcacabbbcaacbbabbc,mod_3,63,29,medium,random,2,negative,NO,mod3_batch039,YES,FALSE,YES,FALSE,1,1,61-100
bcbbaccbbbbbbbbbbabaccbaabbcbcccacbbabbabbbcacabbbbbabccbcc,mod_3,59,32,high,random,2,negative,NO,mod3_batch040,YES,FALSE,YES,FALSE,1,1,31-60
bccacacbcaaaacabacacacbaacccacbcacaaabaaacaaa,mod_3,45,6,low,interleaved,0,positive,YES,mod3_batch040,NO,FALSE,NO,FALSE,1,1,31-60
cbbbbccbbbbbbbbbbbabbbbbbbabbbbbbbbbbbbbbbbbbbcabbbabbbb,mod_3,56,48,high,random,0,positive,YES,mod3_batch040,NO,FALSE,NO,FALSE,1,1,31-60
bbbbbbbbbbbbbbba,mod_3,16,15,low,interleaved,0,positive,YES,mod3_batch041,NO,FALSE,NO,FALSE,1,1,16-30
babccbaabccbccbcbcabacbccbcabcbccbcabcabaabcbccbacbccbcc,mod_3,56,20,medium,interleaved,2,negative,NO,mod3_batch041,YES,FALSE,YES,FALSE,1,1,31-60
bccbbbbbababbbbbbbbbbbcbabbbb,mod_3,29,23,medium,random,2,negative,NO,mod3_batch041,YES,FALSE,YES,FALSE,1,1,16-30
aaacaaccccaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbacccccacca,mod_3,64,42,high,clustered,0,positive,YES,mod3_batch041,NO,FALSE,NO,FALSE,1,1,61-100
bcbaaccbbbbaababbbbbbab,mod_3,23,14,low,random,2,negative,NO,mod3_batch041,YES,FALSE,YES,FALSE,1,1,16-30
bbbcbabacccbbababcbbccbbbcac,mod_3,28,14,low,random,2,negative,NO,mod3_batch042,YES,FALSE,YES,FALSE,1,1,16-30
bbbbcbbbabbbbcbbbabbbbcbbbabbbbcbbbcbbbbabbbabbbbabbbcbbbbabbbcbbbc,mod_3,67,52,very_high,interleaved,1,near_miss,NO,mod3_batch042,YES,FALSE,YES,FALSE,1,1,61-100
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbc,mod_3,64,63,very_high,clustered,0,positive,YES,mod3_batch044,NO,FALSE,NO,FALSE,1,1,61-100
bbbbabbbbabbbbcbbbcbbbbabbbbcbbbbcbbba,mod_3,38,30,medium,interleaved,0,positive,YES,mod3_batch045,NO,FALSE,NO,FALSE,1,1,31-60
bbbcbbbbbbbbbbacbbacbbacbcbbbbbbbbabbaabbcccccbccbaabaaabbbcbccbccabbbb,mod_3,71,42,high,random,0,positive,YES,mod3_batch045,NO,FALSE,NO,FALSE,1,1,61-100
acabacbbbbcbcbcaabbbabbcaabbbbbbbbababbbbbbbbacb,mod_3,48,30,medium,random,0,positive,YES,mod3_batch045,NO,FALSE,NO,FALSE,1,1,31-60
bbbbabbbbabbbabbbbcbbba,mod_3,23,18,medium,interleaved,0,positive,YES,mod3_batch048,NO,FALSE,NO,FALSE,1,1,16-30
bbabababababcbabcbcbcbabbababcbcbcbcbcbababcba,mod_3,46,24,medium,interleaved,0,positive,YES,mod3_batch048,NO,FALSE,NO,FALSE,1,1,31-60
bbcbbcbbabbcbcbbcbbcbbcbc,mod_3,25,16,medium,interleaved,1,near_miss,NO,mod3_batch048,YES,FALSE,YES,FALSE,1,1,16-30
bbabbcbbcbbabbababbabbcbbcbbcbcbbcbbcbbcbbabbcbabbcbbabbabbaba,mod_3,62,40,high,interleaved,1,near_miss,NO,mod3_batch049,YES,FALSE,YES,FALSE,1,1,61-100
bbabbababbcbcbbcbbcbabbabcbbcbcbbcbbcbabbabcbbabc,mod_3,49,30,medium,interleaved,0,positive,YES,mod3_batch050,NO,FALSE,NO,FALSE,1,1,31-60
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,mod_3,55,54,very_high,clustered,0,positive,YES,mod3_batch050,NO,FALSE,NO,FALSE,1,1,31-60
baaacbcccccbcccacbacacbccaacbaaaacbaaacbaaaaabaaaac,mod_4,51,9,low,interleaved,1,near_miss,NO,mod4_batch002,YES,FALSE,YES,FALSE,1,1,31-60
bcabccabccabcacbaaabaacbcaabcccbcaabcaabcccbccabcacbcacbcaabaccbcacbaccbacabaca,mod_4,79,20,medium,interleaved,0,positive,YES,mod4_batch002,NO,FALSE,NO,FALSE,1,1,61-100
bbcbbbbbbbbbbbbbbbbcbbbbbcbbbaabbbbbcbbbcbb,mod_4,43,36,high,random,0,positive,YES,mod4_batch002,NO,FALSE,NO,FALSE,1,1,31-60
bcccaccaacaaacacabccaaacccaccacaccbcaacccccccaacacabaaaaaacaccaaccca,mod_4,68,4,very_low,interleaved,0,positive,YES,mod4_batch002,NO,FALSE,NO,FALSE,1,1,61-100
bbaabacbcbbbbbabcbaaccbbbbbbbbbbbbbcbbabbbababbbaabcbbcbbbbbaabbbcbbabbbbbccabbbabcb,mod_4,84,56,very_high,random,0,positive,YES,mod4_batch002,NO,FALSE,NO,FALSE,1,1,61-100
babababcbabcabcbcbabcbcbcc,mod_4,26,12,low,interleaved,0,positive,YES,mod4_batch002,NO,FALSE,NO,FALSE,1,1,16-30
baaccacbacaaaaabacaaaccbcaaacaabaacaaabccacaccbacacaacbcacaacc,mod_4,62,8,low,interleaved,0,positive,YES,mod4_batch003,NO,FALSE,NO,FALSE,1,1,61-100
bbbabbabbbbcbbabbabbabbbcbbcbbbabbbbbbcbbabbbcbbbbbb,mod_4,52,40,high,random,0,positive,YES,mod4_batch004,NO,FALSE,NO,FALSE,1,1,31-60
bbcbaccabaaaabbbcbabcbbababbcccaababbcbcbcacbbaccbcbb,mod_4,53,24,medium,random,0,positive,YES,mod4_batch005,NO,FALSE,NO,FALSE,1,1,31-60
bbbbbbbabbbbbbbcbbbbbbbcbbbbbbbcbbbbbbc,mod_4,39,34,high,interleaved,2,negative,NO,mod4_batch005,YES,FALSE,YES,FALSE,1,1,31-60
bacbacbaabccbccbcabacbcca,mod_4,25,8,low,interleaved,0,positive,YES,mod4_batch006,NO,FALSE,NO,FALSE,1,1,16-30
cabbbbbbbbbbbbbaacccaaaa,mod_4,24,13,low,clustered,1,near_miss,NO,mod4_batch008,YES,FALSE,YES,FALSE,1,1,16-30
bbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbbbbbbbbbbbbbbc,mod_4,98,94,very_high,interleaved,2,negative,NO,mod4_batch008,YES,FALSE,YES,FALSE,1,1,61-100
baaabacccccbcaccbcbcbaaabccbacacbcbbaccb,mod_4,40,12,low,random,0,positive,YES,mod4_batch008,NO,FALSE,NO,FALSE,1,1,31-60
bbbbbbabbbbbbbbbbbbbbbbbbbbbbbbbb,mod_4,33,32,high,random,0,positive,YES,mod4_batch010,NO,FALSE,NO,FALSE,1,1,31-60
bbbabbabbbcbbcbbabbbabbabbcbbbcbbcbbbcbbcbbabbbabbabbabbbcbbabbbcbbcbbcbbbabbcbbabbbcbbcbbc,mod_4,91,64,very_high,interleaved,0,positive,YES,mod4_batch010,NO,FALSE,NO,FALSE,1,1,61-100
acaaaccacccaaccbbacbcaaabbcaccbacabccacabaaacaa,mod_4,47,8,low,random,0,positive,YES,mod4_batch011,NO,FALSE,NO,FALSE,1,1,31-60
bcbaabcabccbccbcabaabcabccbaabccbca,mod_4,35,12,low,interleaved,0,positive,YES,mod4_batch012,NO,FALSE,NO,FALSE,1,1,31-60
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbba,mod_4,53,52,very_high,interleaved,0,positive,YES,mod4_batch012,NO,FALSE,NO,FALSE,1,1,31-60
bbabababbabcbcbbabcbcbbabcbabbabcbcbbabcbabbcbcbcbbabcba,mod_4,56,32,high,interleaved,0,positive,YES,mod4_batch014,NO,FALSE,NO,FALSE,1,1,31-60
acabaaaacaaaaacacacacccccabbacaacaabaccaaaaabccaccacccccbaccbaaaacacacccbc,mod_4,74,8,low,random,0,positive,YES,mod4_batch016,NO,FALSE,NO,FALSE,1,1,61-100
acaaaacabacacabaccaaacacaccbaacbcaacaaacaaabcbbabaaccaaccaaabaabcccacccabaaaaacacaccabacaaaaccccccc,mod_4,99,12,low,random,0,positive,YES,mod4_batch017,NO,FALSE,NO,FALSE,1,1,61-100
bbcbbcbbcbbabcbbabbabbcbbaba,mod_4,28,18,medium,interleaved,2,negative,NO,mod4_batch018,YES,FALSE,YES,FALSE,1,1,16-30
cbcaaaabcccbcaabccacbaacaaaacaccbbacccaabbcabccccaccccbcccbbaaccaaccccb,mod_4,71,14,low,random,2,negative,NO,mod4_batch018,YES,FALSE,YES,FALSE,1,1,61-100
bbbabbbabbbcbbbcbbbabbbcbbbabbbcbbbabbbabbbcbbbabbbabbbabba,mod_4,59,44,high,interleaved,0,positive,YES,mod4_batch019,NO,FALSE,NO,FALSE,1,1,31-60
bcbcbaabababccbcbcc,mod_4,19,8,low,interleaved,0,positive,YES,mod4_batch019,NO,FALSE,NO,FALSE,1,1,16-30
bbbbbbbbbbbbabbbcbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbabbbbab,mod_4,56,52,very_high,random,0,positive,YES,mod4_batch019,NO,FALSE,NO,FALSE,1,1,31-60
aaacbbabacbbbababcbcbabaaccacbabcacbbbabacbaacabbbaaacbabab,mod_4,59,24,medium,random,0,positive,YES,mod4_batch021,NO,FALSE,NO,FALSE,1,1,31-60
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcabcbbbbbbbbbbbab,mod_4,47,43,high,random,3,negative,NO,mod4_batch021,YES,FALSE,YES,FALSE,1,1,31-60
bbababccbbcbbbcbbbccbbabbabbbbcb,mod_4,32,21,medium,random,1,near_miss,NO,mod4_batch022,YES,FALSE,YES,FALSE,1,1,31-60
bababbacababbcbbbcbbcbbbbbcbabcbbbbbbbbbba,mod_4,42,29,medium,random,1,near_miss,NO,mod4_batch024,YES,FALSE,YES,FALSE,1,1,31-60
bbbbbbbbbbbbbcbbbbbbbbbbbbbabbbbbbbbbbbbbcbbbbbbbbbbbbc,mod_4,55,51,very_high,interleaved,3,negative,NO,mod4_batch025,YES,FALSE,YES,FALSE,1,1,31-60
acbaacbabcccbababbaaacacabcbacabacacababbabcccbbccbbcbbbbcbabbccacbaccabccbccbccacaaabcacbcacaba,mod_4,96,32,high,random,0,positive,YES,mod4_batch027,NO,FALSE,NO,FALSE,1,1,61-100
accccaaaaccccacacacacacacacaacccccaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcaacaaaacc,mod_4,91,42,high,clustered,2,negative,NO,mod4_batch027,YES,FALSE,YES,FALSE,1,1,61-100
ccacacccccacacccacccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbaaac,mod_4,79,55,very_high,clustered,3,negative,NO,mod4_batch028,YES,FALSE,YES,FALSE,1,1,61-100
bbbabbabbcbbabbabbbabbabbabbcbbabbabbbabbabbabbcbbabbbabbcbbabbabbcbba,mod_4,70,48,high,interleaved,0,positive,YES,mod4_batch029,NO,FALSE,NO,FALSE,1,1,61-100
bbbbbbcbbbbbbcbbbbbbabbbbbbabbbbbbcbbbbbbabbbbbba,mod_4,49,42,high,interleaved,2,negative,NO,mod4_batch030,YES,FALSE,YES,FALSE,1,1,31-60
bacbbbbbbbbcbabcbccabcbbb,mod_4,25,16,medium,random,0,positive,YES,mod4_batch031,NO,FALSE,NO,FALSE,1,1,16-30
bbbbabbbbcbbbcbbbbcbbbcbbbbcbbbbabbbcbbbbabbbabbbbabbbbcbbbcbbbbcbbbcbbbbcbbbbcbbbcbbbbabbbc,mod_4,92,72,very_high,interleaved,0,positive,YES,mod4_batch031,NO,FALSE,NO,FALSE,1,1,61-100
bbaabbbbbbbabbabbbbbbbbaabbbbb,mod_4,30,24,medium,random,0,positive,YES,mod4_batch032,NO,FALSE,NO,FALSE,1,1,16-30
acccbaabbaabcaaccabcabacbbcccbcaabbb,mod_4,36,12,low,random,0,positive,YES,mod4_batch032,NO,FALSE,NO,FALSE,1,1,31-60
bccbccbccbaabcabaabccabcabccbcabaabacbaccbaabaabacbacbcabaca,mod_4,60,19,medium,interleaved,3,negative,NO,mod4_batch032,YES,FALSE,YES,FALSE,1,1,31-60
bbcbcbabcbababcbabababbcbcbababcbabababcbabbcbcbcbabcbabababcbcba,mod_4,65,34,high,interleaved,2,negative,NO,mod4_batch033,YES,FALSE,YES,FALSE,1,1,61-100
bacccaacacacbaaccaccaaacbcaccacaacaabacacacaaaaabaaccaaacaaabcacccccaccabccaaacaaaacbcacccaaaaca,mod_4,96,8,low,interleaved,0,positive,YES,mod4_batch033,NO,FALSE,NO,FALSE,1,1,61-100
bccbcabacbccbacbcabacbcabccbaacbacbaabacbccbaabccbcabccbcaa,mod_4,59,19,medium,interleaved,3,negative,NO,mod4_batch033,YES,FALSE,YES,FALSE,1,1,31-60
bbbbbbbbbbbbbbbbbbbcbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbbbbbbbbbc,mod_4,59,56,very_high,interleaved,0,positive,YES,mod4_batch034,NO,FALSE,NO,FALSE,1,1,31-60
bbbabbaabbcbcaabcbbbbbbbbbbbbbbbbcbbbbbbbbbbbbbba,mod_4,49,39,high,random,3,negative,NO,mod4_batch034,YES,FALSE,YES,FALSE,1,1,31-60
aacaaaaaccabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccaa,mod_4,88,73,very_high,clustered,1,near_miss,NO,mod4_batch035,YES,FALSE,YES,FALSE,1,1,61-100
bbababcbbcbabcbabbcbcbcbcbbcbcbabbcbabcbabbcbabcba,mod_4,50,28,medium,interleaved,0,positive,YES,mod4_batch035,NO,FALSE,NO,FALSE,1,1,31-60
bbabbbbbbbbbbbbccbbbbbcb,mod_4,24,20,medium,random,0,positive,YES,mod4_batch035,NO,FALSE,NO,FALSE,1,1,16-30
bbabbabbcbcbbcbbcbcbbabbcbbcbabbcbbcbc,mod_4,38,24,medium,interleaved,0,positive,YES,mod4_batch037,NO,FALSE,NO,FALSE,1,1,31-60
baacaaccabcacccaacbacaaacccbccaaccca,mod_4,36,4,very_low,interleaved,0,positive,YES,mod4_batch037,NO,FALSE,NO,FALSE,1,1,31-60
bbbcbbcbbcbbabbcbbabbcbbabbabbcbbbcbbabbcbbcbbabbcbbcbbcbbcbbabbc,mod_4,65,44,high,interleaved,0,positive,YES,mod4_batch039,NO,FALSE,NO,FALSE,1,1,61-100
